,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
0,SZA,Good Days,3YJJjQPAbDT7mGpX3WtQ9A,92,0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,audio_features,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,https://api.spotify.com/v1/tracks/3YJJjQPAbDT7mGpX3WtQ9A,https://api.spotify.com/v1/audio-analysis/3YJJjQPAbDT7mGpX3WtQ9A,279204,4
1,Hammock,Longest Year - 2020,51TAp7p7B3xboCl5HWmEkF,35,0.0692,0.285,2,-14.854,1,0.0482,0.7,0.673,0.199,0.0312,78.572,audio_features,spotify:track:51TAp7p7B3xboCl5HWmEkF,https://api.spotify.com/v1/tracks/51TAp7p7B3xboCl5HWmEkF,https://api.spotify.com/v1/audio-analysis/51TAp7p7B3xboCl5HWmEkF,533707,4
2,24kGoldn,Mood (feat. iann dior),3tjFYV6RSFtuktYl3ZtYcq,95,0.7,0.722,7,-3.558,0,0.0369,0.221,0.0,0.272,0.756,90.989,audio_features,spotify:track:3tjFYV6RSFtuktYl3ZtYcq,https://api.spotify.com/v1/tracks/3tjFYV6RSFtuktYl3ZtYcq,https://api.spotify.com/v1/audio-analysis/3tjFYV6RSFtuktYl3ZtYcq,140526,4
3,Hammock,Dark Beyond the Blue - 2020,79hqdNpnWPVVxmZiDfKaIL,40,0.2,0.282,2,-19.803,0,0.0468,0.729,0.887,0.0837,0.0372,74.381,audio_features,spotify:track:79hqdNpnWPVVxmZiDfKaIL,https://api.spotify.com/v1/tracks/79hqdNpnWPVVxmZiDfKaIL,https://api.spotify.com/v1/audio-analysis/79hqdNpnWPVVxmZiDfKaIL,325680,3
4,CJ,Whoopty,5vGLcdRuSbUhD8ScwsGSdA,93,0.711,0.598,3,-7.621,0,0.182,0.19,0.0,0.15,0.737,140.175,audio_features,spotify:track:5vGLcdRuSbUhD8ScwsGSdA,https://api.spotify.com/v1/tracks/5vGLcdRuSbUhD8ScwsGSdA,https://api.spotify.com/v1/audio-analysis/5vGLcdRuSbUhD8ScwsGSdA,123429,4
5,Mads & Co.,Year 2020,1E7kvOufjivgCGLETpjvFs,4,0.372,0.0803,2,-15.213,1,0.0383,0.944,1.93e-05,0.107,0.144,126.553,audio_features,spotify:track:1E7kvOufjivgCGLETpjvFs,https://api.spotify.com/v1/tracks/1E7kvOufjivgCGLETpjvFs,https://api.spotify.com/v1/audio-analysis/1E7kvOufjivgCGLETpjvFs,176000,4
6,Ariana Grande,positions,35mvY5S1H3J2QZyna3TFe0,94,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,audio_features,spotify:track:35mvY5S1H3J2QZyna3TFe0,https://api.spotify.com/v1/tracks/35mvY5S1H3J2QZyna3TFe0,https://api.spotify.com/v1/audio-analysis/35mvY5S1H3J2QZyna3TFe0,172325,4
7,Chicane,Halcyon (Year in Review 2020) - 2020 Anniversary Rework,14rh4oxIMe4fpzWKU4c55d,11,0.632,0.632,9,-10.53,0,0.0386,0.0012,0.936,0.0984,0.0803,125.116,audio_features,spotify:track:14rh4oxIMe4fpzWKU4c55d,https://api.spotify.com/v1/tracks/14rh4oxIMe4fpzWKU4c55d,https://api.spotify.com/v1/audio-analysis/14rh4oxIMe4fpzWKU4c55d,218655,4
8,Ariana Grande,34+35,6Im9k8u9iIzKMrmV7BWtlF,92,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,audio_features,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,https://api.spotify.com/v1/tracks/6Im9k8u9iIzKMrmV7BWtlF,https://api.spotify.com/v1/audio-analysis/6Im9k8u9iIzKMrmV7BWtlF,173711,4
9,Armin van Buuren,A State Of Trance (ASOT 996) - A State Of Trance Tune Of The Year 2020,6BMhvxuuCm1QAxYVrFuPZU,26,0.645,0.852,11,-7.289,0,0.374,0.0964,0.0,0.278,0.737,137.985,audio_features,spotify:track:6BMhvxuuCm1QAxYVrFuPZU,https://api.spotify.com/v1/tracks/6BMhvxuuCm1QAxYVrFuPZU,https://api.spotify.com/v1/audio-analysis/6BMhvxuuCm1QAxYVrFuPZU,32000,3
10,The Kid LAROI,WITHOUT YOU,27OeeYzk6klgBh83TSvGMA,93,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,audio_features,spotify:track:27OeeYzk6klgBh83TSvGMA,https://api.spotify.com/v1/tracks/27OeeYzk6klgBh83TSvGMA,https://api.spotify.com/v1/audio-analysis/27OeeYzk6klgBh83TSvGMA,161385,4
11,Tinlicker,Children (Year in Review 2020),07GL1YxvvKZLtVn3JYkLSz,13,0.565,0.855,6,-11.558,1,0.04,0.00629,0.812,0.116,0.0383,126.216,audio_features,spotify:track:07GL1YxvvKZLtVn3JYkLSz,https://api.spotify.com/v1/tracks/07GL1YxvvKZLtVn3JYkLSz,https://api.spotify.com/v1/audio-analysis/07GL1YxvvKZLtVn3JYkLSz,205407,4
12,The Weeknd,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,95,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,audio_features,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040,4
13,Armin van Buuren,"A State Of Trance (ASOT 995) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 1",3BhzJoBiQ227D912eRPhuQ,28,0.678,0.529,10,-7.468,1,0.363,0.122,0.0,0.46,0.921,130.26,audio_features,spotify:track:3BhzJoBiQ227D912eRPhuQ,https://api.spotify.com/v1/tracks/3BhzJoBiQ227D912eRPhuQ,https://api.spotify.com/v1/audio-analysis/3BhzJoBiQ227D912eRPhuQ,31750,4
14,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,90,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,audio_features,spotify:track:0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/tracks/0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/audio-analysis/0PvFJmanyNQMseIFrU708S,190476,4
15,Fonzerelli,Hope (Year in Review 2020),0uB2XmHTfO1DqZPaHAFa78,14,0.71,0.703,10,-10.219,0,0.0436,0.0103,0.845,0.084,0.368,127.292,audio_features,spotify:track:0uB2XmHTfO1DqZPaHAFa78,https://api.spotify.com/v1/tracks/0uB2XmHTfO1DqZPaHAFa78,https://api.spotify.com/v1/audio-analysis/0uB2XmHTfO1DqZPaHAFa78,135755,4
16,Billie Eilish,Therefore I Am,54bFM56PmE4YLRnqpW6Tha,92,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,audio_features,spotify:track:54bFM56PmE4YLRnqpW6Tha,https://api.spotify.com/v1/tracks/54bFM56PmE4YLRnqpW6Tha,https://api.spotify.com/v1/audio-analysis/54bFM56PmE4YLRnqpW6Tha,174321,4
17,Armin van Buuren,"A State Of Trance (ASOT 995) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 2",1bJG34rBXF6dtTMpgQyAPE,28,0.261,0.891,7,-6.621,1,0.225,0.00021,1.44e-05,0.293,0.934,131.767,audio_features,spotify:track:1bJG34rBXF6dtTMpgQyAPE,https://api.spotify.com/v1/tracks/1bJG34rBXF6dtTMpgQyAPE,https://api.spotify.com/v1/audio-analysis/1bJG34rBXF6dtTMpgQyAPE,31620,4
18,Pop Smoke,What You Know Bout Love,1tkg4EHVoqnhR6iFEXb60y,91,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,audio_features,spotify:track:1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/tracks/1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/audio-analysis/1tkg4EHVoqnhR6iFEXb60y,160000,4
19,Bandēs,Borealis (Year in Review 2020),2MMMRGTs2aApnLlcgb4nQk,11,0.481,0.85,6,-11.561,0,0.0351,0.0176,0.861,0.209,0.271,125.124,audio_features,spotify:track:2MMMRGTs2aApnLlcgb4nQk,https://api.spotify.com/v1/tracks/2MMMRGTs2aApnLlcgb4nQk,https://api.spotify.com/v1/audio-analysis/2MMMRGTs2aApnLlcgb4nQk,199475,4
20,Cardi B,WAP (feat. Megan Thee Stallion),4Oun2ylbjFKMPTiaSbbCih,90,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073,audio_features,spotify:track:4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/tracks/4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/audio-analysis/4Oun2ylbjFKMPTiaSbbCih,187541,4
21,Armin van Buuren,"A State Of Trance (ASOT 995) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 3",44b9NSmpDxEHDV3PBca9T1,27,0.578,0.522,2,-7.157,0,0.362,0.00931,0.0,0.298,0.75,132.724,audio_features,spotify:track:44b9NSmpDxEHDV3PBca9T1,https://api.spotify.com/v1/tracks/44b9NSmpDxEHDV3PBca9T1,https://api.spotify.com/v1/audio-analysis/44b9NSmpDxEHDV3PBca9T1,32340,3
22,Drake,Laugh Now Cry Later (feat. Lil Durk),2SAqBLGA283SUiwJ3xOUVI,88,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,audio_features,spotify:track:2SAqBLGA283SUiwJ3xOUVI,https://api.spotify.com/v1/tracks/2SAqBLGA283SUiwJ3xOUVI,https://api.spotify.com/v1/audio-analysis/2SAqBLGA283SUiwJ3xOUVI,261493,4
23,Armin van Buuren,Illusion (Year in Review 2020),258Qvimy5hnbACEbOshAR0,10,0.614,0.757,5,-11.916,0,0.0366,0.00835,0.84,0.112,0.142,125.975,audio_features,spotify:track:258Qvimy5hnbACEbOshAR0,https://api.spotify.com/v1/tracks/258Qvimy5hnbACEbOshAR0,https://api.spotify.com/v1/audio-analysis/258Qvimy5hnbACEbOshAR0,167746,4
24,Juice WRLD,Wishing Well,2U5WueTLIK5WJLD7mvDODv,87,0.65,0.613,9,-6.13,0,0.128,0.00336,0.0,0.267,0.0804,149.972,audio_features,spotify:track:2U5WueTLIK5WJLD7mvDODv,https://api.spotify.com/v1/tracks/2U5WueTLIK5WJLD7mvDODv,https://api.spotify.com/v1/audio-analysis/2U5WueTLIK5WJLD7mvDODv,194621,4
25,Armin van Buuren,"A State Of Trance (ASOT 995) - Tune Of The Year 2020 Special Episode, Pt. 1",0E6JG0zasoAzGWM6uf53mr,26,0.583,0.879,6,-7.717,0,0.325,0.0582,0.0,0.3,0.615,130.629,audio_features,spotify:track:0E6JG0zasoAzGWM6uf53mr,https://api.spotify.com/v1/tracks/0E6JG0zasoAzGWM6uf53mr,https://api.spotify.com/v1/audio-analysis/0E6JG0zasoAzGWM6uf53mr,31540,4
26,Megan Thee Stallion,Body,0A1hoCfMLkiAgvhWkkucJa,86,0.914,0.732,8,-6.1,0,0.241,0.0166,0.0,0.107,0.469,94.066,audio_features,spotify:track:0A1hoCfMLkiAgvhWkkucJa,https://api.spotify.com/v1/tracks/0A1hoCfMLkiAgvhWkkucJa,https://api.spotify.com/v1/audio-analysis/0A1hoCfMLkiAgvhWkkucJa,171067,4
27,Yotto,Tarantia (Year in Review 2020),1wr3qOc3GvJc23FTo7TSKL,10,0.496,0.862,7,-11.167,1,0.0442,0.000307,0.941,0.274,0.206,125.132,audio_features,spotify:track:1wr3qOc3GvJc23FTo7TSKL,https://api.spotify.com/v1/tracks/1wr3qOc3GvJc23FTo7TSKL,https://api.spotify.com/v1/audio-analysis/1wr3qOc3GvJc23FTo7TSKL,168786,3
28,Lil Nas X,HOLIDAY,6zFMeegAMYQo0mt8rXtrli,90,0.81,0.511,5,-6.924,0,0.164,0.12,0.0,0.0832,0.837,151.947,audio_features,spotify:track:6zFMeegAMYQo0mt8rXtrli,https://api.spotify.com/v1/tracks/6zFMeegAMYQo0mt8rXtrli,https://api.spotify.com/v1/audio-analysis/6zFMeegAMYQo0mt8rXtrli,154998,4
29,Armin van Buuren,"A State Of Trance (ASOT 994) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 1",3tGDk2LUBujuY52fvT8vax,26,0.675,0.719,1,-6.893,1,0.334,0.282,0.0,0.609,0.815,130.582,audio_features,spotify:track:3tGDk2LUBujuY52fvT8vax,https://api.spotify.com/v1/tracks/3tGDk2LUBujuY52fvT8vax,https://api.spotify.com/v1/audio-analysis/3tGDk2LUBujuY52fvT8vax,33080,4
30,Bad Bunny,DÁKITI,47EiUVwUp4C9fGccaPuUCS,94,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,audio_features,spotify:track:47EiUVwUp4C9fGccaPuUCS,https://api.spotify.com/v1/tracks/47EiUVwUp4C9fGccaPuUCS,https://api.spotify.com/v1/audio-analysis/47EiUVwUp4C9fGccaPuUCS,205090,4
31,Spencer Brown,Ariel (Year in Review 2020),0AvHpqHmHwuYaN78QYlkrF,10,0.627,0.924,10,-10.944,0,0.0448,0.0215,0.914,0.206,0.0361,127.104,audio_features,spotify:track:0AvHpqHmHwuYaN78QYlkrF,https://api.spotify.com/v1/tracks/0AvHpqHmHwuYaN78QYlkrF,https://api.spotify.com/v1/audio-analysis/0AvHpqHmHwuYaN78QYlkrF,211619,4
32,The Weeknd,Save Your Tears,5QO79kh1waicV47BqGRL3g,91,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,audio_features,spotify:track:5QO79kh1waicV47BqGRL3g,https://api.spotify.com/v1/tracks/5QO79kh1waicV47BqGRL3g,https://api.spotify.com/v1/audio-analysis/5QO79kh1waicV47BqGRL3g,215627,4
33,Armin van Buuren,"A State Of Trance (ASOT 994) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 2",53ajwl5PS1BgR0UJZYdrtf,26,0.364,0.875,6,-6.375,0,0.0909,0.00104,0.0,0.0802,0.666,132.955,audio_features,spotify:track:53ajwl5PS1BgR0UJZYdrtf,https://api.spotify.com/v1/tracks/53ajwl5PS1BgR0UJZYdrtf,https://api.spotify.com/v1/audio-analysis/53ajwl5PS1BgR0UJZYdrtf,33580,3
34,Dua Lipa,Levitating (feat. DaBaby),463CkQjx2Zk1yXoBuierM9,89,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,audio_features,spotify:track:463CkQjx2Zk1yXoBuierM9,https://api.spotify.com/v1/tracks/463CkQjx2Zk1yXoBuierM9,https://api.spotify.com/v1/audio-analysis/463CkQjx2Zk1yXoBuierM9,203064,4
35,Ferry Corsten,Tomorrow (Year in Review 2020),3IebvlZoMLbLssj4HDggvq,8,0.545,0.904,7,-10.03,1,0.0467,0.000326,0.91,0.0988,0.386,127.996,audio_features,spotify:track:3IebvlZoMLbLssj4HDggvq,https://api.spotify.com/v1/tracks/3IebvlZoMLbLssj4HDggvq,https://api.spotify.com/v1/audio-analysis/3IebvlZoMLbLssj4HDggvq,134980,4
36,DaBaby,ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,90,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,audio_features,spotify:track:7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/audio-analysis/7ytR5pFWmSjzHJIeQkgog4,181733,4
37,Armin van Buuren,"A State Of Trance (ASOT 994) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 3",0hxNCO70HfA25Vi3fv7J7f,25,0.597,0.786,1,-7.28,1,0.354,0.153,0.0,0.384,0.599,83.683,audio_features,spotify:track:0hxNCO70HfA25Vi3fv7J7f,https://api.spotify.com/v1/tracks/0hxNCO70HfA25Vi3fv7J7f,https://api.spotify.com/v1/audio-analysis/0hxNCO70HfA25Vi3fv7J7f,32250,5
38,Tate McRae,you broke me first,45bE4HXI0AwGZXfZtMp8JR,91,0.642,0.374,4,-9.386,1,0.0545,0.786,0.0,0.0906,0.0799,124.099,audio_features,spotify:track:45bE4HXI0AwGZXfZtMp8JR,https://api.spotify.com/v1/tracks/45bE4HXI0AwGZXfZtMp8JR,https://api.spotify.com/v1/audio-analysis/45bE4HXI0AwGZXfZtMp8JR,169266,4
39,Kyau & Albert,Candy (Year in Review 2020),7d7Oh6FK3mz5SyDb1wR48o,9,0.562,0.717,3,-10.056,1,0.0539,0.0278,0.556,0.138,0.276,127.965,audio_features,spotify:track:7d7Oh6FK3mz5SyDb1wR48o,https://api.spotify.com/v1/tracks/7d7Oh6FK3mz5SyDb1wR48o,https://api.spotify.com/v1/audio-analysis/7d7Oh6FK3mz5SyDb1wR48o,150001,4
40,Conan Gray,Heather,4xqrdfXkTW4T0RauPLv3WA,89,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,audio_features,spotify:track:4xqrdfXkTW4T0RauPLv3WA,https://api.spotify.com/v1/tracks/4xqrdfXkTW4T0RauPLv3WA,https://api.spotify.com/v1/audio-analysis/4xqrdfXkTW4T0RauPLv3WA,198040,3
41,Armin van Buuren,"A State Of Trance (ASOT 993) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 1",4m9wZAb0wtNjjSCosCLVCd,23,0.452,0.738,1,-6.736,1,0.193,0.00644,0.0,0.375,0.761,115.737,audio_features,spotify:track:4m9wZAb0wtNjjSCosCLVCd,https://api.spotify.com/v1/tracks/4m9wZAb0wtNjjSCosCLVCd,https://api.spotify.com/v1/audio-analysis/4m9wZAb0wtNjjSCosCLVCd,33830,4
42,Pop Smoke,Hello (feat. A Boogie Wit da Hoodie),2r6OAV3WsYtXuXjvJ1lIDi,86,0.905,0.647,10,-5.065,0,0.107,0.0187,0.0,0.282,0.367,130.97,audio_features,spotify:track:2r6OAV3WsYtXuXjvJ1lIDi,https://api.spotify.com/v1/tracks/2r6OAV3WsYtXuXjvJ1lIDi,https://api.spotify.com/v1/audio-analysis/2r6OAV3WsYtXuXjvJ1lIDi,190534,4
43,Pavel Khvaleev,Everything (Year in Review 2020),3rEc8E8AaAtYzPc7Fwewqc,11,0.706,0.647,1,-11.636,1,0.0417,0.167,0.869,0.195,0.139,125.342,audio_features,spotify:track:3rEc8E8AaAtYzPc7Fwewqc,https://api.spotify.com/v1/tracks/3rEc8E8AaAtYzPc7Fwewqc,https://api.spotify.com/v1/audio-analysis/3rEc8E8AaAtYzPc7Fwewqc,187505,3
44,Internet Money,Lemonade,02kDW379Yfd5PzW5A6vuGt,89,0.799,0.66,1,-6.153,0,0.079,0.256,0.0,0.111,0.471,140.04,audio_features,spotify:track:02kDW379Yfd5PzW5A6vuGt,https://api.spotify.com/v1/tracks/02kDW379Yfd5PzW5A6vuGt,https://api.spotify.com/v1/audio-analysis/02kDW379Yfd5PzW5A6vuGt,195429,4
45,Armin van Buuren,"A State Of Trance (ASOT 993) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 2",6mmttSQV7qJX80VGgFCOzV,23,0.574,0.731,7,-6.616,1,0.121,0.00614,0.0,0.483,0.874,135.926,audio_features,spotify:track:6mmttSQV7qJX80VGgFCOzV,https://api.spotify.com/v1/tracks/6mmttSQV7qJX80VGgFCOzV,https://api.spotify.com/v1/audio-analysis/6mmttSQV7qJX80VGgFCOzV,31830,1
46,Machine Gun Kelly,my ex's best friend (with blackbear),7kDUspsoYfLkWnZR7qwHZl,85,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939,audio_features,spotify:track:7kDUspsoYfLkWnZR7qwHZl,https://api.spotify.com/v1/tracks/7kDUspsoYfLkWnZR7qwHZl,https://api.spotify.com/v1/audio-analysis/7kDUspsoYfLkWnZR7qwHZl,139461,4
47,Ben McConnell,Ziba (Year in Review 2020),67giIqrr3JT2brP2Iqun0j,9,0.583,0.97,0,-7.886,0,0.0358,0.00012,0.921,0.133,0.325,127.915,audio_features,spotify:track:67giIqrr3JT2brP2Iqun0j,https://api.spotify.com/v1/tracks/67giIqrr3JT2brP2Iqun0j,https://api.spotify.com/v1/audio-analysis/67giIqrr3JT2brP2Iqun0j,120059,4
48,Taylor Swift,willow,0lx2cLdOt3piJbcaXIV74f,87,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,audio_features,spotify:track:0lx2cLdOt3piJbcaXIV74f,https://api.spotify.com/v1/tracks/0lx2cLdOt3piJbcaXIV74f,https://api.spotify.com/v1/audio-analysis/0lx2cLdOt3piJbcaXIV74f,214707,4
49,Armin van Buuren,"A State Of Trance (ASOT 995) - Tune Of The Year 2020 Special Episode, Pt. 2",57sf9Qm0AXh2AA72tQbwjm,25,0.696,0.727,11,-8.107,1,0.235,0.0597,0.0,0.316,0.822,109.916,audio_features,spotify:track:57sf9Qm0AXh2AA72tQbwjm,https://api.spotify.com/v1/tracks/57sf9Qm0AXh2AA72tQbwjm,https://api.spotify.com/v1/audio-analysis/57sf9Qm0AXh2AA72tQbwjm,40570,3
50,Lil Baby,On Me,4Iedi94TIaB2GGb1nMB68v,82,0.856,0.564,6,-6.295,0,0.392,0.00327,0.0,0.134,0.483,77.972,audio_features,spotify:track:4Iedi94TIaB2GGb1nMB68v,https://api.spotify.com/v1/tracks/4Iedi94TIaB2GGb1nMB68v,https://api.spotify.com/v1/audio-analysis/4Iedi94TIaB2GGb1nMB68v,135960,4
51,Pierre Blanche,Dimension (Year in Review 2020),6X9dzAp2Kz50KUTf9jQRXD,7,0.513,0.958,9,-8.904,0,0.0504,0.00211,0.871,0.059,0.135,128.382,audio_features,spotify:track:6X9dzAp2Kz50KUTf9jQRXD,https://api.spotify.com/v1/tracks/6X9dzAp2Kz50KUTf9jQRXD,https://api.spotify.com/v1/audio-analysis/6X9dzAp2Kz50KUTf9jQRXD,209350,4
52,Juice WRLD,Come & Go (with Marshmello),2Y0wPrPQBrGhoLn14xRYCG,85,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,audio_features,spotify:track:2Y0wPrPQBrGhoLn14xRYCG,https://api.spotify.com/v1/tracks/2Y0wPrPQBrGhoLn14xRYCG,https://api.spotify.com/v1/audio-analysis/2Y0wPrPQBrGhoLn14xRYCG,205485,4
53,FUZZZY,Smile Year 2020 Pick up Line,2Uj2Vz9s4vcGSmiiiqWADs,18,0.756,0.131,7,-13.284,1,0.0467,0.766,0.0,0.136,0.307,79.9,audio_features,spotify:track:2Uj2Vz9s4vcGSmiiiqWADs,https://api.spotify.com/v1/tracks/2Uj2Vz9s4vcGSmiiiqWADs,https://api.spotify.com/v1/audio-analysis/2Uj2Vz9s4vcGSmiiiqWADs,179813,4
54,Ritt Momney,Put Your Records On,6AGOKlMZWLCaEJGnaROtF9,87,0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,audio_features,spotify:track:6AGOKlMZWLCaEJGnaROtF9,https://api.spotify.com/v1/tracks/6AGOKlMZWLCaEJGnaROtF9,https://api.spotify.com/v1/audio-analysis/6AGOKlMZWLCaEJGnaROtF9,210463,4
55,Ilan Bluestone,Hypnotized (Year in Review 2020),3BxwoNYKK0cdJaanEzueip,4,0.481,0.944,11,-8.205,0,0.101,0.000617,0.053,0.112,0.215,137.974,audio_features,spotify:track:3BxwoNYKK0cdJaanEzueip,https://api.spotify.com/v1/tracks/3BxwoNYKK0cdJaanEzueip,https://api.spotify.com/v1/audio-analysis/3BxwoNYKK0cdJaanEzueip,264345,4
56,Justin Bieber,Lonely (with benny blanco),4y4spB9m0Q6026KfkAvy9Q,90,0.631,0.239,11,-7.071,0,0.0398,0.864,0.0,0.116,0.0927,79.859,audio_features,spotify:track:4y4spB9m0Q6026KfkAvy9Q,https://api.spotify.com/v1/tracks/4y4spB9m0Q6026KfkAvy9Q,https://api.spotify.com/v1/audio-analysis/4y4spB9m0Q6026KfkAvy9Q,149297,4
57,Armin van Buuren,"A State Of Trance (ASOT 992) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 2",1Erw27vIC5o4pkOb4nC0Kx,22,0.358,0.864,0,-6.728,1,0.362,0.000487,2.67e-05,0.322,0.786,138.467,audio_features,spotify:track:1Erw27vIC5o4pkOb4nC0Kx,https://api.spotify.com/v1/tracks/1Erw27vIC5o4pkOb4nC0Kx,https://api.spotify.com/v1/audio-analysis/1Erw27vIC5o4pkOb4nC0Kx,32310,4
58,Jack Harlow,Tyler Herro,4DuUwzP4ALMqpquHU0ltAB,83,0.794,0.756,5,-7.16,0,0.136,0.11,0.0,0.247,0.775,123.066,audio_features,spotify:track:4DuUwzP4ALMqpquHU0ltAB,https://api.spotify.com/v1/tracks/4DuUwzP4ALMqpquHU0ltAB,https://api.spotify.com/v1/audio-analysis/4DuUwzP4ALMqpquHU0ltAB,156498,4
59,NOMADsignal,RBMK (Year in Review 2020),5yJ3UvNycqe6GHxg9tmIxk,5,0.51,0.956,9,-9.347,1,0.0613,0.0285,0.81,0.252,0.175,130.033,audio_features,spotify:track:5yJ3UvNycqe6GHxg9tmIxk,https://api.spotify.com/v1/tracks/5yJ3UvNycqe6GHxg9tmIxk,https://api.spotify.com/v1/audio-analysis/5yJ3UvNycqe6GHxg9tmIxk,162452,3
60,Megan Thee Stallion,Cry Baby (feat. DaBaby),4aarlAfLKVCTxUDNgbwhjH,82,0.957,0.437,11,-7.882,1,0.359,0.00402,0.0,0.219,0.616,130.058,audio_features,spotify:track:4aarlAfLKVCTxUDNgbwhjH,https://api.spotify.com/v1/tracks/4aarlAfLKVCTxUDNgbwhjH,https://api.spotify.com/v1/audio-analysis/4aarlAfLKVCTxUDNgbwhjH,137984,4
61,Armin van Buuren,"A State Of Trance (ASOT 992) - ASOT Tune Of The Year 2020 voting now open: vote.astateoftrance.com, Pt. 1",137DXi38xjPq44uT3npk5f,21,0.595,0.589,7,-7.49,1,0.324,0.0129,0.0,0.401,0.934,86.373,audio_features,spotify:track:137DXi38xjPq44uT3npk5f,https://api.spotify.com/v1/tracks/137DXi38xjPq44uT3npk5f,https://api.spotify.com/v1/audio-analysis/137DXi38xjPq44uT3npk5f,33040,4
62,21 Savage,Runnin,5SWnsxjhdcEDc7LJjq9UHk,83,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,audio_features,spotify:track:5SWnsxjhdcEDc7LJjq9UHk,https://api.spotify.com/v1/tracks/5SWnsxjhdcEDc7LJjq9UHk,https://api.spotify.com/v1/audio-analysis/5SWnsxjhdcEDc7LJjq9UHk,195906,4
63,Oliver Smith,Warehouse (Year in Review 2020),7pQHdT8t4eOSaS6su4Fm3m,6,0.611,0.782,8,-9.331,1,0.0323,0.00148,0.000624,0.317,0.198,129.975,audio_features,spotify:track:7pQHdT8t4eOSaS6su4Fm3m,https://api.spotify.com/v1/tracks/7pQHdT8t4eOSaS6su4Fm3m,https://api.spotify.com/v1/audio-analysis/7pQHdT8t4eOSaS6su4Fm3m,177240,4
